-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,-1,-1,-1,-1,5,3,19,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,3,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,87,-1,33,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,85,-1,-1,-1,-1,-1,-1,43,34,-1,-1,74,-1,-1,-1,-1,-1,-1,85,-1,5,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,19,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,33,47,-1,-1,-1,-1,-1,-1,-1,-1,48,34,-1,85,-1,-1,-1,11,24,25,-1,-1,-1,-1,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,48,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,19,-1,-1,-1
-1,-1,-1,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,33,31,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,19,-1,-1,-1,-1,-1,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,-1,-1,66,-1,-1,-1,-1,55,-1,-1,65,-1,-1,-1,-1,-1,-1,63,-1,-1,-1,-1,61,-1,-1,-1,5,3,19
-1,-1,-1,-1,-1,-1,13,-1,-1,-1,-1,72,-1,-1,-1,-1,-1,-1,-1,-1,79,69,-1,79,-1,66,-1,68,79,-1,66,79,67,-1,61,-1,-1,-1,63,-1,61,-1,-1,63,-1,-1,61,-1,-1,13
-1,-1,-1,-1,-1,-1,74,-1,-1,-1,-1,71,-1,-1,-1,-1,-1,-1,-1,-1,79,79,68,79,54,79,-1,79,79,66,79,79,79,-1,63,-1,-1,-1,63,-1,63,-1,-1,63,-1,-1,63,-1,-1,74
-1,-1,-1,-1,-1,-1,85,-1,-1,-1,-1,85,-1,-1,-1,-1,-1,-1,-1,-1,79,79,79,79,79,79,67,79,79,79,79,79,79,-1,63,-1,-1,-1,63,-1,63,-1,-1,63,-1,-1,63,-1,-1,85
30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,45,-1,81,80,81,80,81,80,81,80,81,80,81,80,81,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4
